pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,penalty_points,personal_position,collision
Hulkenberg,Sauber,Budapest,17,192.88763755455264,90,27,13,11,1,0
Leclerc,Ferrari,Budapest,1,198.44725843550663,24,17,40,5,20,0
Lawson,Racing Bulls,Sao Paulo,5,303.6020647483192,90,96,64,1,20,0
Russel,Mercedes,Baku,25,308.0208614459902,43,53,64,0,8,0
Bortoleto,Sauber,Abu Dhabi,13,323.0647578240513,33,13,28,7,3,0
Alonso,Aston Martin,Shanghai,26,198.8916441455033,50,88,41,0,9,0
Antonelli,Mercedes,Melbourne,4,285.04097645984893,98,53,20,9,4,0
Stroll,Aston Martin,Shanghai,17,297.6042000260981,81,36,28,8,8,0
Leclerc,Ferrari,Singapore,15,253.4161392916385,25,31,17,5,19,0
Lawson,Racing Bulls,Las Vegas,22,336.18569190093683,97,21,21,10,2,0
Russel,Mercedes,Barcelona,5,315.33144890943385,89,89,47,3,4,0
Tsunoda,Red Bull Racing,Imola,4,228.2723032139982,30,17,59,2,20,0
Norris,McLaren,Suzuka,22,319.23849848588577,44,69,39,5,7,0
Gasly,Alpine,Sao Paulo,13,173.1375952331582,27,42,25,8,3,0
Hadjar,Racing Bulls,Miami,1,271.17931990915173,57,8,15,2,11,0
Stroll,Aston Martin,Miami,0,325.3761335426801,38,13,32,8,7,0
Colapinto,Alpine,Mexico City,26,164.37555108455405,4,8,29,0,8,0
Hadjar,Racing Bulls,Miami,11,168.05485781372593,7,9,21,9,2,0
Hulkenberg,Sauber,Miami,16,205.27749286567385,52,92,65,6,7,0
Hadjar,Racing Bulls,Baku,14,174.51071035282018,29,57,19,5,15,0
Leclerc,Ferrari,Baku,8,318.1468524385052,95,74,56,5,18,0
Albon,Williams,Spielberg,4,325.42499148036745,65,13,6,0,7,0
Hulkenberg,Sauber,Austin,6,241.22047694837332,3,22,6,7,5,0
Antonelli,Mercedes,Mexico City,14,289.8608850685886,22,45,4,11,4,0
Bearman,Haas,Mexico City,1,285.3627752925649,75,82,48,2,12,0
Lawson,Racing Bulls,Montreal,4,228.6764859117858,7,34,30,7,1,0
Alonso,Aston Martin,Sao Paulo,21,306.551293685899,44,82,20,2,2,0
Hamilton,Ferrari,Lusail,15,202.76544002579635,82,27,36,4,9,0
Hulkenberg,Sauber,Spa,0,306.2416603058352,56,26,30,2,19,0
Hadjar,Racing Bulls,Zandvoort,27,337.21434848381296,29,99,26,0,2,0
Russel,Mercedes,Zandvoort,25,312.05672523836347,65,34,36,3,6,0
Hadjar,Racing Bulls,Montreal,4,331.1481974780394,42,48,32,3,4,0
Hadjar,Racing Bulls,Baku,7,157.21378055661071,58,82,54,2,3,0
Alonso,Aston Martin,Miami,6,153.44305373294475,38,57,23,6,3,0
Antonelli,Mercedes,Mexico City,14,289.8608850685886,22,45,4,11,4,0
Bearman,Haas,Sao Paulo,11,324.54686993692246,20,61,8,3,9,0
Verstappen,Red Bull,Singapore,19,275.9239671201349,14,96,11,0,7,0
Norris,McLaren,Monaco,3,187.84825119965208,74,45,29,5,1,0
Hadjar,Racing Bulls,Spa,0,227.14608539435628,45,5,40,1,6,0
Russel,Mercedes,Zandvoort,6,263.24400795163666,18,47,62,2,3,0
Alonso,Aston Martin,Zandvoort,1,158.65659477258575,91,74,17,1,13,0
Norris,McLaren,Zandvoort,10,344.54982017057597,91,39,33,5,8,0
Tsunoda,Red Bull Racing,Miami,0,237.76145657879272,93,88,23,2,16,0
Bearman,Haas,Suzuka,5,321.527300371242,61,3,7,1,6,0
Norris,McLaren,Zandvoort,10,344.54982017057597,91,39,33,5,8,0
Sainz,Williams,Austin,10,170.70789518913605,10,8,52,11,5,0
Hamilton,Ferrari,Montreal,12,322.5774304702516,13,69,37,2,12,0
Antonelli,Mercedes,Shanghai,15,347.1940888660992,23,46,35,0,19,0
Gasly,Alpine,Suzuka,11,229.16655476447704,37,87,17,2,18,0
Lawson,Racing Bulls,Sakhir,14,317.2199582333333,13,38,21,9,5,0
Colapinto,Alpine,Mexico City,26,164.37555108455405,4,8,29,0,8,0
Norris,McLaren,Budapest,15,296.3131123917796,21,95,56,7,8,0
Hadjar,Racing Bulls,Lusail,11,200.86215124275176,67,95,32,3,8,0
Bortoleto,Sauber,Las Vegas,16,344.57428085212956,75,3,12,6,8,0
Gasly,Alpine,Sao Paulo,13,173.1375952331582,27,42,25,8,3,0
Hamilton,Ferrari,Monza,5,173.75183476171185,68,84,44,1,3,0
Norris,McLaren,Jeddah,5,286.17375644169,46,74,27,4,12,0
Antonelli,Mercedes,Spa,11,296.1738952233402,55,60,50,10,5,0
Hulkenberg,Sauber,Mexico City,9,254.58576360481408,7,2,56,10,7,0
Hadjar,Racing Bulls,Silverstone,1,261.91724132430613,96,56,43,9,9,0
Verstappen,Red Bull,Spa,10,301.0459820608918,79,81,65,5,9,0
Gasly,Alpine,Budapest,5,187.98444479522698,91,67,30,6,4,0
Sainz,Williams,Shanghai,14,181.90559099343898,54,36,65,1,8,0
Ocon,Haas,Jeddah,9,201.4306844811562,35,63,26,5,3,0
Albon,Williams,Abu Dhabi,24,290.86117086664086,27,45,60,2,10,0
Hadjar,Racing Bulls,Montreal,19,202.5665463778859,47,72,28,1,2,0
Russel,Mercedes,Suzuka,29,256.59828306198284,46,66,18,4,8,0
Hadjar,Racing Bulls,Miami,11,168.05485781372593,7,9,21,9,2,0
Stroll,Aston Martin,Melbourne,9,245.9301102691133,88,2,43,5,16,0
Colapinto,Alpine,Austin,1,345.7392224999398,91,91,15,5,6,0
Russel,Mercedes,Singapore,1,348.8571503269527,47,95,51,8,10,0
Albon,Williams,Mexico City,17,177.63981034786838,55,77,24,9,10,0
Verstappen,Red Bull,Spielberg,16,263.354670138718,54,33,50,6,10,0
Hulkenberg,Sauber,Budapest,17,192.88763755455264,90,27,13,11,1,0
Verstappen,Red Bull,Mexico City,15,310.00839681965175,47,42,26,0,16,0
Alonso,Aston Martin,Sao Paulo,18,217.57245498422168,75,80,61,8,4,0
Hulkenberg,Sauber,Budapest,17,192.88763755455264,90,27,13,11,1,0
Hadjar,Racing Bulls,Montreal,4,331.1481974780394,42,48,32,3,4,0
Stroll,Aston Martin,Singapore,9,232.77387500194143,62,38,58,3,1,0
Alonso,Aston Martin,Abu Dhabi,14,217.44631214179617,62,96,44,1,1,0
Ocon,Haas,Zandvoort,27,273.12340221919766,57,15,37,5,3,0
Hadjar,Racing Bulls,Melbourne,4,188.18465511663968,4,7,39,11,9,0
Gasly,Alpine,Barcelona,18,203.6238561368115,6,20,52,0,6,0
Alonso,Aston Martin,Melbourne,12,234.27709989997103,93,15,28,11,3,0
Colapinto,Alpine,Silverstone,13,164.90765896407459,47,21,18,3,18,0
Russel,Mercedes,Barcelona,10,288.30465539451967,48,31,33,9,7,0
Colapinto,Alpine,Abu Dhabi,7,326.9663633598862,61,49,23,1,15,0
Bearman,Haas,Suzuka,3,280.0907701252555,46,77,51,6,3,0
Lawson,Racing Bulls,Miami,4,300.6374862616986,91,73,2,5,10,0
Hamilton,Ferrari,Montreal,12,322.5774304702516,13,69,37,2,12,0
Leclerc,Ferrari,Singapore,15,253.4161392916385,25,31,17,5,19,0
Albon,Williams,Monza,12,156.6040136703479,3,50,62,2,19,0
Verstappen,Red Bull,Spa,25,348.2352786982758,21,14,62,8,4,0
Gasly,Alpine,Baku,19,251.9970564864821,63,11,26,4,7,0
Bortoleto,Sauber,Abu Dhabi,13,323.0647578240513,33,13,28,7,3,0
Bearman,Haas,Las Vegas,4,278.68109978275504,28,84,27,4,18,0
Lawson,Racing Bulls,Montreal,3,156.77114189105487,91,50,7,3,7,0
Ocon,Haas,Baku,1,206.06117132068582,71,51,19,2,17,0
Verstappen,Red Bull,Shanghai,22,270.1145650602706,81,16,28,6,7,0
Norris,McLaren,Lusail,2,323.8763789873646,57,33,29,3,3,0
Stroll,Aston Martin,Baku,12,178.84576864411105,89,38,32,1,4,0
Hamilton,Ferrari,Lusail,15,202.76544002579635,82,27,36,4,9,0
Hamilton,Ferrari,Suzuka,6,288.60835865007977,3,46,43,8,8,0
Russel,Mercedes,Baku,25,308.0208614459902,43,53,64,0,8,0
Hadjar,Racing Bulls,Budapest,13,170.2223653703386,75,72,46,4,4,0
Russel,Mercedes,Budapest,11,277.743074346279,53,51,3,2,14,0
Lawson,Racing Bulls,Monaco,24,191.93386387575003,66,85,18,4,8,0
Colapinto,Alpine,Singapore,13,223.86225800171044,55,30,55,8,5,0
Stroll,Aston Martin,Austin,29,258.7524858895086,13,72,14,3,2,0
Colapinto,Alpine,Spa,13,240.18175860926672,90,85,51,5,10,0
Verstappen,Red Bull,Mexico City,15,310.00839681965175,47,42,26,0,16,0
Gasly,Alpine,Las Vegas,21,237.46415167397836,43,16,47,2,5,0
Piastri,McLaren,Monza,2,208.94352138723798,49,36,9,9,8,0
Gasly,Alpine,Suzuka,4,169.60026213413664,58,79,41,9,7,0
Leclerc,Ferrari,Shanghai,12,202.88012400771984,86,26,32,2,8,0
Hadjar,Racing Bulls,Zandvoort,27,337.21434848381296,29,99,26,0,2,0
Lawson,Racing Bulls,Austin,21,258.29064042609554,32,49,17,9,1,0
Antonelli,Mercedes,Melbourne,4,285.04097645984893,98,53,20,9,4,0
Bearman,Haas,Barcelona,3,342.3869320136469,7,31,31,6,6,0
Alonso,Aston Martin,Budapest,19,198.97722908131075,7,31,62,10,3,0
Piastri,McLaren,Jeddah,9,268.1007019204119,20,24,17,2,18,0
Tsunoda,Red Bull Racing,Barcelona,19,283.9587671810555,98,4,38,4,3,0
Gasly,Alpine,Sao Paulo,9,253.8431808419015,74,16,11,5,6,0
Sainz,Williams,Sao Paulo,0,215.52108770397774,30,71,3,6,3,0
Hadjar,Racing Bulls,Spa,0,227.14608539435628,45,5,40,1,6,0
Hadjar,Racing Bulls,Shanghai,21,294.17845710201425,36,50,14,11,1,0
Albon,Williams,Imola,0,181.4790264425806,0,57,57,2,1,0
Norris,McLaren,Sao Paulo,12,282.126823756315,49,75,26,3,16,0
Hadjar,Racing Bulls,Silverstone,10,260.0499496278721,51,64,35,3,8,0
Leclerc,Ferrari,Austin,11,222.79840686636373,36,81,3,5,13,0
Lawson,Racing Bulls,Las Vegas,22,336.18569190093683,97,21,21,10,2,0
Verstappen,Red Bull,Spa,15,195.28305846679808,44,92,38,2,20,0
Alonso,Aston Martin,Zandvoort,16,221.3428637244351,82,12,50,8,3,0
Antonelli,Mercedes,Sao Paulo,13,312.65238196217757,20,11,2,0,3,0
Lawson,Racing Bulls,Mexico City,0,250.48009794424644,11,77,19,2,5,0
Bortoleto,Sauber,Spa,3,306.7382340759496,53,24,9,4,7,0
Lawson,Racing Bulls,Montreal,6,202.6115401796872,75,14,39,4,3,0
Gasly,Alpine,Sakhir,22,301.3767689130744,1,17,15,8,9,0
Hadjar,Racing Bulls,Miami,11,168.05485781372593,7,9,21,9,2,0
Hadjar,Racing Bulls,Montreal,5,234.30526285186122,1,5,64,5,4,0
Tsunoda,Red Bull Racing,Silverstone,14,252.75433735985484,60,96,13,4,13,0
Tsunoda,Red Bull Racing,Sakhir,0,162.44937521812074,55,3,54,3,15,0
Russel,Mercedes,Budapest,12,169.77666315147272,60,52,41,0,12,0
Leclerc,Ferrari,Suzuka,17,317.8690392019962,48,58,13,11,9,0
Antonelli,Mercedes,Shanghai,15,347.1940888660992,23,46,35,0,19,0
Verstappen,Red Bull,Las Vegas,18,272.0979362056521,18,31,33,4,5,0
Piastri,McLaren,Abu Dhabi,18,176.94386046143433,16,15,50,1,9,0
Antonelli,Mercedes,Melbourne,5,232.3807965238964,73,89,45,10,5,0
Verstappen,Red Bull,Spa,15,195.28305846679808,44,92,38,2,20,0
Hulkenberg,Sauber,Spielberg,1,215.37958808610733,87,38,28,1,13,0
Albon,Williams,Melbourne,23,194.28035533240384,97,38,8,10,10,0
Stroll,Aston Martin,Baku,12,178.84576864411105,89,38,32,1,4,0
Russel,Mercedes,Baku,25,308.0208614459902,43,53,64,0,8,0
Hulkenberg,Sauber,Suzuka,21,238.7782233265819,13,74,22,3,9,0
Bortoleto,Sauber,Monaco,3,273.59719743631814,42,27,64,0,11,0
Hamilton,Ferrari,Lusail,1,287.7157674798125,88,87,32,4,8,0
Norris,McLaren,Miami,17,198.17268991049346,13,73,17,2,6,0
Hadjar,Racing Bulls,Barcelona,22,201.2661866926894,34,95,53,4,2,0
Tsunoda,Red Bull Racing,Monza,16,277.75954333610383,87,40,48,5,2,0
Stroll,Aston Martin,Shanghai,17,297.6042000260981,81,36,28,8,8,0
Leclerc,Ferrari,Mexico City,6,214.6961302384102,81,7,41,7,2,0
Stroll,Aston Martin,Spa,6,266.19348008683653,52,28,52,0,5,0
Norris,McLaren,Abu Dhabi,15,175.8557039745851,91,94,52,5,17,0
Stroll,Aston Martin,Singapore,9,232.77387500194143,62,38,58,3,1,0
Tsunoda,Red Bull Racing,Monza,16,277.75954333610383,87,40,48,5,2,0
Antonelli,Mercedes,Baku,0,216.8041599606194,5,89,36,5,5,0
Hamilton,Ferrari,Singapore,15,192.92755283328222,64,14,45,3,17,0
Gasly,Alpine,Zandvoort,11,193.31840563141398,59,60,1,0,2,0
Leclerc,Ferrari,Shanghai,12,202.88012400771984,86,26,32,2,8,0
Lawson,Racing Bulls,Imola,24,275.13156025306506,94,18,26,11,2,0
Hadjar,Racing Bulls,Spa,0,227.14608539435628,45,5,40,1,6,0
Gasly,Alpine,Budapest,5,187.98444479522698,91,67,30,6,4,0
Bortoleto,Sauber,Barcelona,3,192.7059412298429,96,91,15,5,14,0
Hadjar,Racing Bulls,Miami,11,168.05485781372593,7,9,21,9,2,0
Hadjar,Racing Bulls,Baku,14,174.51071035282018,29,57,19,5,15,0
Sainz,Williams,Barcelona,20,249.23408618584767,41,70,10,2,1,0
Hamilton,Ferrari,Silverstone,6,186.8925251540505,43,16,4,9,1,0
Leclerc,Ferrari,Baku,8,318.1468524385052,95,74,56,5,18,0
Hulkenberg,Sauber,Spielberg,1,215.37958808610733,87,38,28,1,13,0
Norris,McLaren,Sao Paulo,12,282.126823756315,49,75,26,3,16,0
Albon,Williams,Mexico City,17,177.63981034786838,55,77,24,9,10,0
